seed,entropy,budget_mode,forced_mode,H,A,S,num_sequences,feasible_count,feasible_fraction,oracle_feasible,oracle_catastrophic,oracle_degraded,best_feasible_mean,best_violation,regime,budgets_json
72,low,loose,none,5,4,24,1024,106,0.103515625,True,0.0,0.0,14.99999999999999,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
73,low,loose,none,5,4,24,1024,134,0.130859375,True,0.0,0.0,20.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
74,low,loose,none,5,4,24,1024,106,0.103515625,True,0.0,0.0,20.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
75,low,loose,none,5,4,24,1024,106,0.103515625,True,0.0,0.0,4.166666666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
76,low,loose,none,5,4,24,1024,106,0.103515625,True,0.0,0.0,20.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
77,low,loose,none,5,4,24,1024,106,0.103515625,True,0.0,0.0,42.91666666666668,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
78,low,loose,none,5,4,24,1024,151,0.1474609375,True,0.0,0.0,7.499999999999998,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
79,low,loose,none,5,4,24,1024,134,0.130859375,True,0.0,0.0,20.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
0,low,loose,forced,5,4,24,1024,62,0.060546875,True,0.16666666666666666,0.0,186.66666666666669,0.0,hard,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
1,low,loose,forced,5,4,24,1024,62,0.060546875,True,0.16666666666666666,0.0,186.66666666666677,0.0,hard,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
2,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,169.99999999999997,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
3,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
4,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
5,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666657,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
6,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666677,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
7,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,195.83333333333334,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
8,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666686,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
9,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.16666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
10,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.9166666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
11,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666667,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
12,low,loose,forced,5,4,24,1024,20,0.01953125,True,0.16666666666666666,0.0,227.9166666666666,0.0,hard,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
13,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.6666666666667,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
14,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,195.83333333333337,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
15,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.91666666666657,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
16,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.16666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
17,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666657,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
18,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.91666666666654,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
19,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
20,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.33333333333326,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
21,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.58333333333326,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
22,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.33333333333326,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
23,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,167.5,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
24,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.33333333333323,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
25,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.58333333333326,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
26,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,214.16666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
27,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.33333333333331,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
28,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,214.16666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
29,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666667,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
30,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,205.00000000000006,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
31,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666668,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
32,low,loose,forced,5,4,24,1024,92,0.08984375,True,0.16666666666666666,0.0,180.0,0.0,hard,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
33,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
34,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.66666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
35,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
36,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666669,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
37,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666668,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
38,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.75,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
39,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,200.41666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
40,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,195.83333333333331,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
41,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.16666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
42,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.58333333333326,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
43,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
44,low,loose,forced,5,4,24,1024,151,0.1474609375,True,0.16666666666666666,0.0,171.66666666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
45,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,167.5,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
46,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,181.66666666666654,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
47,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.74999999999997,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
48,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,218.75000000000003,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
49,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,172.08333333333331,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
50,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,205.0000000000001,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
51,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666669,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
52,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.16666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
53,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,209.58333333333334,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
54,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
55,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666677,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
56,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,178.74999999999994,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
57,low,loose,forced,5,4,24,1024,143,0.1396484375,True,0.16666666666666666,0.0,179.5833333333333,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
58,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666663,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
59,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,214.16666666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
60,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,209.58333333333337,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
61,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,170.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
62,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666674,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
63,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.6666666666667,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
64,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,186.66666666666683,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
65,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,209.58333333333334,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
66,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,172.08333333333331,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
67,low,loose,forced,5,4,24,1024,124,0.12109375,True,0.16666666666666666,0.0,175.00000000000003,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
68,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.6666666666667,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
69,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,218.74999999999994,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
70,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.91666666666654,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
71,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,200.41666666666669,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
72,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.49999999999997,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
73,low,loose,forced,5,4,24,1024,62,0.060546875,True,0.16666666666666666,0.0,186.66666666666674,0.0,hard,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
74,low,loose,forced,5,4,24,1024,134,0.130859375,True,0.16666666666666666,0.0,186.66666666666677,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
75,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,170.0,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
76,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,177.9166666666666,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
77,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,209.58333333333337,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
78,low,loose,forced,5,4,24,1024,106,0.103515625,True,0.16666666666666666,0.0,170.83333333333334,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
79,low,loose,forced,5,4,24,1024,116,0.11328125,True,0.16666666666666666,0.0,223.3333333333333,0.0,easy,"{""prob_catastrophic"": 0.45, ""prob_degraded"": 0.75}"
0,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
1,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
2,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
3,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
4,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
5,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
6,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
7,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
8,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
9,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
10,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
11,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
12,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
13,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
14,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
15,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
16,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
17,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
18,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
19,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
20,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
21,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
22,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
23,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
24,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
25,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
26,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
27,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.5833333333333328,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
28,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
29,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
30,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
31,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.5833333333333328,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
32,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
33,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
34,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
35,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
36,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
37,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
38,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.5833333333333328,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
39,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
40,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
41,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
42,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
43,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
44,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
45,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
46,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.1666666666666665,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
47,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
48,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
49,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
50,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.5833333333333328,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
51,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
52,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
53,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
54,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
55,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
56,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
57,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
58,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.1666666666666665,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
59,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
60,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
61,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
62,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
63,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
64,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
65,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
66,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.2499999999999998,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
67,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
68,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4999999999999996,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
69,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.4166666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
70,medium,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
