seed,entropy,budget_mode,forced_mode,H,A,S,num_sequences,feasible_count,feasible_fraction,oracle_feasible,oracle_catastrophic,oracle_degraded,best_feasible_mean,best_violation,regime,budgets_json
0,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
1,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
2,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
3,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
4,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
5,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
6,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
7,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
8,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
9,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
10,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
11,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
12,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
13,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
14,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
15,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
16,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
17,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
18,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
19,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
20,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
21,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
22,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
23,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
24,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
25,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
26,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
27,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
28,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
29,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
30,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
31,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.9166666666666667,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
32,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
33,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
34,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
35,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
36,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
37,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
38,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
39,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
40,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.08333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
41,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
42,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
43,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
44,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
45,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
46,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
47,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
48,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
49,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
50,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
51,low,tight,none,5,4,24,1024,1,0.0009765625,True,0.0,0.0,0.0,0.0,hard,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
52,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.49999999999999994,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
53,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.75,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
54,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.08333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
55,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
56,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.75,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
57,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
58,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
59,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
60,low,tight,none,5,4,24,1024,1,0.0009765625,True,0.0,0.0,0.0,0.0,hard,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
61,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
62,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.08333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
63,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
64,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
65,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.6666666666666666,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
66,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
67,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
68,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
69,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
70,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
71,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
72,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
73,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.75,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
74,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
75,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.25,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
76,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.3333333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
77,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.41666666666666663,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
78,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.5833333333333333,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
79,low,tight,none,5,4,24,1024,0,0.0,True,0.0,0.0,,1.0,informational,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
0,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
1,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
2,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
3,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
4,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
5,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
6,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
7,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
8,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.625,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
9,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
10,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
11,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
12,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.8333333333333334,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
13,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
14,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
15,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5416666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
16,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
17,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5416666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
18,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5416666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
19,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.625,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
20,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.625,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
21,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
22,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5416666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
23,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
24,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,1.0,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
25,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5416666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
26,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
27,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
28,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
29,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.75,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
30,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.375,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
31,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
32,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.8333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
33,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
34,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
35,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.24999999999999997,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
36,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.8333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
37,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
38,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
39,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
40,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
41,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
42,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
43,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
44,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.75,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
45,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
46,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
47,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
48,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
49,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.625,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
50,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
51,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
52,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.9166666666666667,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
53,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.625,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
54,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
55,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.375,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
56,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.8333333333333334,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
57,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
58,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
59,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
60,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.875,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
61,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
62,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
63,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
64,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.75,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
65,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
66,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.41666666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
67,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5833333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
68,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
69,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.16666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
70,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.29166666666666663,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
71,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
72,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.24999999999999997,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
73,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
74,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
75,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.5,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
76,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.3333333333333333,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
77,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.6666666666666666,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
78,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.49999999999999994,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
79,low,tight,forced,5,4,24,1024,0,0.0,False,0.16666666666666666,0.0,,0.45833333333333326,structural,"{""prob_catastrophic"": 0.0, ""prob_degraded"": 0.0}"
0,low,medium,none,5,4,24,1024,3,0.0029296875,True,0.0,0.0,37.499999999999986,0.0,hard,"{""prob_catastrophic"": 0.18, ""prob_degraded"": 0.45}"
1,low,medium,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.15333333333333332,informational,"{""prob_catastrophic"": 0.18, ""prob_degraded"": 0.45}"
2,low,medium,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.15333333333333332,informational,"{""prob_catastrophic"": 0.18, ""prob_degraded"": 0.45}"
3,low,medium,none,5,4,24,1024,16,0.015625,True,0.0,0.0,190.0,0.0,hard,"{""prob_catastrophic"": 0.18, ""prob_degraded"": 0.45}"
4,low,medium,none,5,4,24,1024,0,0.0,True,0.0,0.0,,0.06999999999999998,informational,"{""prob_catastrophic"": 0.18, ""prob_degraded"": 0.45}"
