instance,planner,budget,n_seeds,score_mean,score_std,score_sem,loss_mean,loss_std,loss_sem,violation_mean,feasible_rate,sample_feasible_fraction_mean
bcst_hard_H10_A6_S120,beam,100,20,1434.4106656116235,0.0,0.0,976.0894554600312,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,beam,500,20,252.2173599329771,0.0,0.0,150.8952509921201,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,beam,1000,20,252.2173599329771,0.0,0.0,150.8952509921201,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,beam,5000,20,252.2173599329771,0.0,0.0,150.8952509921201,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,beam,10000,20,252.2173599329771,0.0,0.0,150.8952509921201,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,cem,100,20,965.5934066392758,470.7213650720458,105.25649707625895,552.2037796762131,383.75645626088686,85.81055230037677,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,cem,500,20,388.53709967321277,260.9961967161281,58.36052377261698,206.49789818601522,180.16302813445324,40.28567779408446,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,cem,1000,20,247.59530430592108,1.7746721672330976,0.3968287603710081,146.68414581834594,1.6168847258007717,0.36154641586716335,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,cem,5000,20,244.40695574553138,0.5032501446561363,0.11253015331377232,143.77927573416557,0.4585057945773676,0.10252501247525483,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,cem,10000,20,244.40695574553138,0.5032501446561363,0.11253015331377232,143.77927573416557,0.4585057945773676,0.10252501247525483,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,evolutionary,100,20,1329.8078328600307,335.33333124577484,74.98281237870067,865.1509226037533,319.65090220370996,71.47611463966328,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,evolutionary,500,20,306.51812259147994,96.61356197477232,21.603449212397972,158.2156437543669,18.793303326670323,4.202310376020778,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,evolutionary,1000,20,253.56039966202334,26.817080526355262,5.996481501501621,147.27887749733722,3.924744536445516,0.8775995577813074,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,evolutionary,5000,20,244.42795145571273,0.6638071403273784,0.14843178897217602,143.79840469991274,0.6047875466183819,0.13523460661840248,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,evolutionary,10000,20,243.86106728081745,0.34983978809544247,0.0782265547415531,143.28192262473863,0.31873526857121554,0.07127137273518902,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,open_loop_mcts,100,20,818.3383005715625,490.86346409061247,109.76040733776364,433.39170940548166,353.75975526451737,79.10308604751499,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,open_loop_mcts,500,20,700.9962562778446,414.23220311856807,92.62513646426186,322.2596927702112,250.4472681462972,56.001711635423824,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,open_loop_mcts,1000,20,700.9962562778446,414.23220311856807,92.62513646426186,322.2596927702112,250.4472681462972,56.001711635423824,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,open_loop_mcts,5000,20,700.9962562778446,414.23220311856807,92.62513646426186,322.2596927702112,250.4472681462972,56.001711635423824,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,open_loop_mcts,10000,20,700.9962562778446,414.23220311856807,92.62513646426186,322.2596927702112,250.4472681462972,56.001711635423824,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,random,100,20,1536.3340946697454,196.686208326328,43.980373205435455,1072.712800629792,322.2704541768126,72.0618642679084,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,random,500,20,1385.124304877665,196.18414428810468,43.86810827358291,880.8610971089607,253.11581383606216,56.598416591761676,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,random,1000,20,1166.1175883271828,396.66049021001584,88.69598200979851,706.0136477842024,361.78092815170845,80.89667483101874,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,random,5000,20,503.71877597719885,227.73145408014247,50.92230119380704,218.19347593010076,109.71624801897642,24.53329888066579,0.0,1.0,0.08000000000000002
bcst_hard_H10_A6_S120,random,10000,20,378.76651157863955,102.45514842877117,22.90966765315631,172.66908323764986,16.976528686831013,3.796067216572938,0.0,1.0,0.08000000000000002
bcst_hard_H12_A6_S120,beam,100,20,1487.1724534417333,0.0,0.0,1024.4376724623821,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H12_A6_S120,beam,500,20,146.3086205299805,0.0,0.0,134.7807136630326,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H12_A6_S120,beam,1000,20,146.3086205299805,0.0,0.0,134.7807136630326,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H12_A6_S120,beam,5000,20,146.3086205299805,0.0,0.0,134.7807136630326,0.0,0.0,0.0,1.0,0.08000000000000002
bcst_hard_H12_A6_S120,beam,10000,20,146.3086205299805,0.0,0.0,134.7807136630326,0.0,0.0,0.0,1.0,0.08000000000000002
