instance,selector,sequence,selector_score,num_sequences,feasible_count,feasible_fraction,runtime_sec,mean,worst,prob_catastrophic,prob_degraded,prob_rejected,var01,cvar01,var05,cvar05,var10,cvar10,var25,cvar25,wowa_mild,wowa_balanced,wowa_severe,robust20,viol_catastrophic,viol_degraded,viol_rejected,violation_score,feasible
bfsp_easy,mean,scheduled_heat|extra_heat|scheduled_heat|extra_heat,225.55511584000004,256,214,0.8359375,0.1649940013885498,225.55511584000004,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,null_pomdp_mean,scheduled_heat|extra_heat|scheduled_heat|extra_heat,225.55511584000004,256,214,0.8359375,0.16519904136657715,225.55511584000004,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,replan_no_feedback,scheduled_heat|extra_heat|scheduled_heat|extra_heat,225.55511584000004,256,214,0.8359375,0.16540074348449707,225.55511584000004,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,worst,scheduled_heat|scheduled_heat|extra_heat|extra_heat,727.9252160000001,256,214,0.8359375,0.1656026840209961,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,chance,scheduled_heat|extra_heat|scheduled_heat|extra_heat,225.55511584000004,256,214,0.8359375,0.16580462455749512,225.55511584000004,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,robust20,scheduled_heat|scheduled_heat|extra_heat|extra_heat,711.8543502079999,256,214,0.8359375,0.16600537300109863,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,cvar01,scheduled_heat|scheduled_heat|extra_heat|extra_heat,716.70906368,256,214,0.8359375,0.16620564460754395,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,cvar05,scheduled_heat|scheduled_heat|extra_heat|extra_heat,715.5539855359999,256,214,0.8359375,0.16640543937683105,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,cvar10,scheduled_heat|scheduled_heat|extra_heat|extra_heat,713.1759004159998,256,214,0.8359375,0.16660523414611816,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,cvar25,scheduled_heat|scheduled_heat|extra_heat|extra_heat,686.3791201792,256,214,0.8359375,0.16680574417114258,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,wowa_mild,scheduled_heat|scheduled_heat|extra_heat|extra_heat,351.10075931282654,256,214,0.8359375,0.1670060157775879,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
bfsp_easy,wowa_balanced,scheduled_heat|scheduled_heat|extra_heat|extra_heat,421.94923180660834,256,214,0.8359375,0.1672062873840332,225.55511584000007,727.9252160000001,0.0,0.24000000000000002,0.24000000000000002,715.265216,716.70906368,715.265216,715.5539855359999,710.5328,713.1759004159998,75.68761599999999,686.3791201792,351.10075931282654,421.94923180660834,567.0788497858688,711.8543502079999,0.0,0.0,0.0,0.0,True
